Predictor variable,Categorical,Sample average
0,false,15.114268166998103
1,false,12.267325503645448
10,false,138.5311871227364
11,false,47.03420523138833
12,false,41.09323827569553
13,false,377.61032863849766
14,false,163.85513078470825
15,false,243.32662642521797
16,false,293.3883299798793
2,false,40.44364877134102
3,false,689.8958040233589
4,false,30.242378545718893
5,false,-0.881782068953163
6,false,31.124160607975654
7,false,23.499068315200244
8,false,6.565244461684585
9,false,1050.3326626425219
