Predictor variable,Categorical,Sample average
0,false,18.57215355900885
1,false,12.60846482434319
10,false,124.39805825242719
11,false,27.95145631067961
12,false,57.275552407051755
13,false,326.252427184466
14,false,101.28155339805825
15,false,199.70873786407768
16,false,226.44660194174756
2,false,45.665701430978125
3,false,581.4455369375285
4,false,32.410252524811085
5,false,4.0835478765148565
6,false,28.32670464561981
7,false,25.5842715513359
8,false,11.38087323799874
9,false,799.6019417475728
