Predictor variable,Categorical,Sample average
0,false,17.702944256900963
1,false,12.412250391018937
10,false,135.88888888888889
11,false,44.57843137254902
12,false,45.0722242367813
13,false,363.6143790849673
14,false,155.66993464052288
15,false,257.75816993464053
16,false,267.68954248366015
2,false,43.29356766993703
3,false,621.6791363385768
4,false,32.05565565395978
5,false,2.741094717792436
6,false,29.314560949412826
7,false,25.202782817915374
8,false,9.984559762784663
9,false,996.8692810457517
