Predictor variable,Categorical,Sample average
0,false,16.333742768471314
1,false,12.436094856594112
10,false,133.3909512761021
11,false,47.27030162412993
12,false,40.96668581508982
13,false,358.0533642691415
14,false,163.9141531322506
15,false,234.91531322505801
16,false,280.3341067285383
2,false,40.79318716797088
3,false,683.6167976043064
4,false,31.506585039284833
5,false,0.39796895970687657
6,false,31.108616072174566
7,false,24.597936445488454
8,false,7.8216044825356965
9,false,1013.8132250580046
