Predictor variable,Categorical,Sample average
0,false,16.549570739041467
1,false,12.535763158615987
10,false,132.6624203821656
11,false,46.48152866242038
12,false,41.61033467760511
13,false,355.6573248407643
14,false,161.31082802547772
15,false,230.35031847133757
16,false,280.6369426751592
2,false,41.20324071167381
3,false,677.2169563633621
4,false,31.685422856033227
5,false,0.6652986115749309
6,false,31.02012423011148
7,false,24.732862721582887
8,false,8.119730107690309
9,false,1004.4050955414012
