Predictor variable,Categorical,Sample average
0,false,17.764263439178468
1,false,12.383728872496507
10,false,135.34827586206896
11,false,44.76896551724138
12,false,44.905189106382174
13,false,361.3137931034483
14,false,155.8206896551724
15,false,257.00344827586207
16,false,266.2758620689655
2,false,43.17936877546639
3,false,622.6679080831593
4,false,32.11469925847547
5,false,2.801964836490565
6,false,29.312734449320825
7,false,25.27483578385978
8,false,10.033232434941777
9,false,993.8827586206896
