Predictor variable,Categorical,Sample average
0,false,12.039646118687045
1,false,11.831045542940812
10,false,128.0131256952169
11,false,49.60622914349277
12,false,33.132235260137065
13,false,353.14193548387095
14,false,170.18109010011125
15,false,249.48676307007787
16,false,262.5561735261401
2,false,35.74470214334558
3,false,805.7679539970084
4,false,28.264878937930234
5,false,-5.705261309040089
6,false,33.970140255810286
7,false,21.796514725181233
8,false,1.962529448072713
9,false,1030.220467185762
