Predictor variable,Categorical,Sample average
0,false,17.024694578327924
1,false,12.487708350568287
10,false,136.9757673667205
11,false,46.600969305331176
12,false,42.443125475974384
13,false,366.8546042003231
14,false,162.19063004846527
15,false,244.94184168012924
16,false,280.2633279483037
2,false,41.962909402677816
3,false,657.0978158879935
4,false,31.84789238530715
5,false,1.4625941801154971
6,false,30.385298189708603
7,false,24.937374461640832
8,false,8.830532171139087
9,false,1021.4394184168013
