Predictor variable,Categorical,Sample average
0,false,17.616418144217246
1,false,12.429322293511143
10,false,136.8287037037037
11,false,45.77546296296296
12,false,44.67629147790097
13,false,366.36805555555554
14,false,159.2476851851852
15,false,255.9560185185185
16,false,272.3425925925926
2,false,43.26249550448524
3,false,623.3403715910734
4,false,32.00635936083617
5,false,2.612033434798596
6,false,29.394325887715375
7,false,25.115409676675444
8,false,9.844506617549255
9,false,1010.7523148148148
