Predictor variable,Categorical,Sample average
0,false,13.829147283314926
1,false,12.159834837318892
10,false,133.27707550392893
11,false,52.14178339596857
12,false,34.09260302645622
13,false,364.9572941578408
14,false,179.1451998633413
15,false,253.77827126750938
16,false,280.90809702767336
2,false,37.87819718744391
3,false,753.9096269206785
4,false,29.706722359548138
5,false,-3.1456371613513507
6,false,32.85235953159938
7,false,22.97507301385304
8,false,4.4276876327498025
9,false,1066.4270584215922
