Predictor variable,Categorical,Sample average
0,false,14.35967999710204
1,false,12.204598968023006
10,false,135.88099243061396
11,false,50.352396972245586
12,false,36.61489873658317
13,false,371.5546677880572
14,false,173.8717409587889
15,false,250.91925988225398
16,false,287.91000841042893
2,false,38.92947503756434
3,false,726.6850712794632
4,false,29.92593291750267
5,false,-2.191246205975961
6,false,32.11717916878459
7,false,23.181692594234637
8,false,5.322320737137755
9,false,1064.199747687132
