Predictor variable,Categorical,Sample average
0,false,9.25417494306257
1,false,11.527135366835036
10,false,120.60162162162162
11,false,45.53279279279279
12,false,33.76219728340974
13,false,334.429009009009
14,false,155.82864864864865
15,false,236.6908108108108
16,false,243.9371171171171
2,false,33.5235930960028
3,false,867.5139329735008
4,false,25.95009406390491
5,false,-9.386900532191968
6,false,35.336994600210105
7,false,19.743337995511993
8,false,-1.5851721395739682
9,false,964.2893693693694
