Predictor variable,Categorical,Sample average
0,false,17.55096203533571
1,false,12.441653750852735
10,false,136.682302771855
11,false,46.11087420042644
12,false,44.22519260581368
13,false,366.1727078891258
14,false,160.49466950959487
15,false,255.57995735607676
16,false,272.37100213219617
2,false,42.929361501990606
3,false,631.4566131136311
4,false,32.05675791677381
5,false,2.4265931216257215
6,false,29.630164750349294
7,false,25.149152696768105
8,false,9.677098948103405
9,false,1011.90618336887
