Predictor variable,Categorical,Sample average
0,false,9.517108792323562
1,false,11.488417275253685
10,false,119.84192096048024
11,false,52.71185592796398
12,false,28.853882071374358
13,false,332.86493246623314
14,false,177.82091045522762
15,false,255.89344672336168
16,false,247.35967983991995
2,false,33.007731503996624
3,false,879.0465730301675
4,false,26.42696253856222
5,false,-9.213427787417665
6,false,35.64039032360266
7,false,20.138150993975
8,false,-1.4942129543245635
9,false,1013.4072036018009
