Predictor variable,Categorical,Sample average
0,false,18.289592615763347
1,false,12.607072466070003
10,false,126.46060606060605
11,false,36.50909090909091
12,false,51.05378686731512
13,false,335.5272727272727
14,false,128.13333333333333
15,false,215.87878787878788
16,false,255.6787878787879
2,false,44.71347507130016
3,false,598.4346464214902
4,false,32.4329525456284
5,false,3.613301988329851
6,false,28.81965052286784
7,false,25.52889538389264
8,false,10.897950573762257
9,false,891.2727272727273
