Predictor variable,Categorical,Sample average
0,false,11.147012030469206
1,false,11.409950793506086
10,false,125.27182435964454
11,false,49.19811813904862
12,false,33.5345576645751
13,false,345.5311029796132
14,false,167.681651855724
15,false,253.15054887611083
16,false,251.2415054887611
2,false,35.01210524982267
3,false,817.5321925353206
4,false,27.2301997011766
5,false,-6.603541727762648
6,false,33.83374142584474
7,false,21.012355614755393
8,false,0.9141140836975024
9,false,1006.4730789336121
