Predictor variable,Categorical,Sample average
0,false,9.728266354319596
1,false,11.595727596420462
10,false,125.08393408856848
11,false,46.567971163748716
12,false,34.55965624115862
13,false,345.5653964984552
14,false,158.91864057672504
15,false,230.28836251287333
16,false,264.27548918640576
2,false,34.82903053586196
3,false,829.4347225232424
4,false,26.1275761979493
5,false,-8.209721551239864
6,false,34.33729777056206
7,false,19.8126079896206
8,false,-0.5672195372141727
9,false,988.8671472708548
