Predictor variable,Categorical,Sample average
0,false,19.025879613140173
1,false,12.61927136203699
10,false,126.46491228070175
11,false,33.14035087719298
12,false,54.24923564676653
13,false,335.92105263157896
14,false,118.30701754385964
15,false,224.87719298245614
16,false,234.4561403508772
2,false,45.8131114725481
3,false,576.1314326503821
4,false,32.810993696513925
5,false,4.620056698588948
6,false,28.190936891656172
7,false,25.958088740967867
8,false,11.889315053036338
9,false,864.2456140350877
