Predictor variable,Categorical,Sample average
0,false,17.670058255420305
1,false,12.52423049267674
10,false,127.77486910994764
11,false,37.92146596858639
12,false,49.90033404864566
13,false,338.848167539267
14,false,133.0261780104712
15,false,212.64921465968587
16,false,264.4554973821989
2,false,44.127874873695575
3,false,610.2886654519286
4,false,31.941927355621498
5,false,2.842063665448527
6,false,29.099863711451984
7,false,25.069044882090303
8,false,10.140912786555228
9,false,906.8167539267016
