Predictor variable,Categorical,Sample average
0,false,10.042810343583078
1,false,11.58001987143534
10,false,123.39460400348129
11,false,46.545865970409054
12,false,33.648005307830864
13,false,342.0764142732811
14,false,159.55718015665795
15,false,242.9035683202785
16,false,248.88459530026108
2,false,33.98054527335835
3,false,854.058003631937
4,false,26.616636631486724
5,false,-8.404018953029707
6,false,35.02065558703284
7,false,20.366277722258275
8,false,-0.6374261887239502
9,false,987.324456048738
