Predictor variable,Categorical,Sample average
0,false,8.995237488658498
1,false,11.451905525412378
10,false,121.36510263929618
11,false,44.98185483870968
12,false,34.088843024196514
13,false,336.98717008797655
14,false,154.05076979472142
15,false,233.78464076246334
16,false,246.99046920821115
2,false,33.4286737375595
3,false,866.4453371053567
4,false,25.64144373202254
5,false,-9.577800874487176
6,false,35.219244622065524
7,false,19.480660260685028
8,false,-1.8147832784926587
9,false,964.2439516129032
