Predictor variable,Categorical,Sample average
0,false,9.891058545515296
1,false,11.5096742110851
10,false,120.1504329004329
11,false,54.56385281385281
12,false,27.859121009126888
13,false,333.5470779220779
14,false,183.4215367965368
15,false,260.12554112554113
16,false,249.73647186147187
2,false,33.29942915862773
3,false,868.5662706465948
4,false,26.72268175253104
5,false,-8.654354775789368
6,false,35.377036538991064
7,false,20.392138626410333
8,false,-0.9855696758137183
9,false,1025.965367965368
