Predictor variable,Categorical,Sample average
0,false,13.404494322720346
1,false,11.348406016269577
10,false,128.20872274143304
11,false,49.78816199376947
12,false,37.54457698507101
13,false,347.69470404984423
14,false,169.38940809968847
15,false,253.38940809968847
16,false,251.5669781931464
2,false,36.83317404298396
3,false,752.8162749103296
4,false,28.706013302193995
5,false,-3.2488410305754045
6,false,31.954854359136565
7,false,22.480950976457923
8,false,4.009187291031036
9,false,1007.4953271028037
