Predictor variable,Categorical,Sample average
0,false,11.032048559687334
1,false,11.256428133669518
10,false,121.49010791366906
11,false,54.37679856115108
12,false,28.08099119354495
13,false,334.3956834532374
14,false,184.4541366906475
15,false,273.7203237410072
16,false,237.08003597122303
2,false,32.88669942437316
3,false,871.9859502915856
4,false,27.63316228921465
5,false,-7.567646991265535
6,false,35.20080924205643
7,false,21.491036921953985
8,false,0.02120207652211752
9,false,1032.6672661870505
