Predictor variable,Categorical,Sample average
0,false,10.070767706571052
1,false,11.50364910901841
10,false,120.15789473684211
11,false,55.078098471986415
12,false,27.488553251731712
13,false,333.0650820599887
14,false,185.16129032258064
15,false,260.9683078664403
16,false,249.83305036785512
2,false,33.340731395727914
3,false,866.3266095699532
4,false,26.86373323873402
5,false,-8.440299485314133
6,false,35.304032752118545
7,false,20.540372834208327
8,false,-0.7825478576101315
9,false,1028.4153933220148
