Predictor variable,Categorical,Sample average
0,false,17.858254296439036
1,false,12.463058262878324
10,false,137.3167701863354
11,false,46.577639751552795
12,false,43.70571466706554
13,false,367.03105590062114
14,false,162.0310559006211
15,false,267.30124223602485
16,false,269.1645962732919
2,false,43.20200592538585
3,false,624.8599508534307
4,false,32.27160007761132
5,false,2.822794178026433
6,false,29.448805897872642
7,false,25.37844625615185
8,false,10.073952189768137
9,false,1018.3385093167702
