Predictor variable,Categorical,Sample average
0,false,10.663779119485532
1,false,11.3025844950776
10,false,119.98881118881118
11,false,54.02307692307692
12,false,27.452783637613685
13,false,331.45594405594403
14,false,183.26923076923077
15,false,270.3965034965035
16,false,235.0118881118881
2,false,32.61590735162055
3,false,881.8239880541821
4,false,27.432319106255378
5,false,-8.100934802786792
6,false,35.533253949172014
7,false,21.24985645534275
8,false,-0.4649772658988091
9,false,1025.8258741258742
