Predictor variable,Categorical,Sample average
bombus_230,false,0.6399237902277685
hummingbird_230,false,0.6225772401919281
wc2.0_bio_10m_01.tif,false,10.147801510692211
wc2.0_bio_10m_05.tif,false,26.67629346978946
wc2.0_bio_10m_06.tif,false,-8.219460122132254
wc2.0_bio_10m_12.tif,false,990.8946850393701
wc2.0_bio_10m_13.tif,false,123.15182086614173
wc2.0_bio_10m_14.tif,false,48.05167322834646
wc2.1_10m_elev.tif,false,517.8946850393701
