Predictor variable,Categorical,Sample average
wc2.0_bio_10m_01.tif,false,16.716793312701483
wc2.0_bio_10m_05.tif,false,30.601446789531437
wc2.0_bio_10m_06.tif,false,2.3380384725048438
wc2.0_bio_10m_12.tif,false,709.2741679873217
wc2.0_bio_10m_13.tif,false,122.62282091917591
wc2.0_bio_10m_14.tif,false,15.103011093502378
wc2.1_10m_elev.tif,false,348.66244057052296
