X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-123.8318046927,47.4754678944,train,1.0333235737710888E-4,49.9022082786653,0.651580232656654
-124.1424527764,41.7997753013,train,1.2190805698791276E-4,61.228692243475656,0.7117374713523319
-116.6885020589,32.9716023848,train,1.1048781840624985E-4,54.41546536359098,0.6761120768781154
-77.2824901901,38.9374600555,train,1.1827866530816408E-4,59.249029016736436,0.7008623109704829
-82.5312066078,40.1544945764,train,9.00202431021661E-5,40.54061538425054,0.6008897994192663
-117.842285,33.81101,train,1.6772451012512797E-4,87.16250873237274,0.8193818022480309
-121.9074859,36.4679829,train,2.0629609925238313E-4,93.38137811013401,0.8781462158633261
-122.0638586,37.0870873,train,1.404870441772771E-4,75.07426512275254,0.7615161197685614
-81.8637474,41.1383877,train,8.884500564195731E-5,39.71145329855099,0.5960750651171425
-121.741518,37.382059,train,1.0432473631583004E-4,50.617171370598356,0.6550904237957254
-85.6798518,30.7011155,train,1.7817322032136077E-4,89.19927929378042,0.837647088781346
-119.7170519829,34.4975557744,train,1.679989597889843E-4,87.23219528560942,0.8198868862543354
-105.5624563641,40.7853779892,train,9.526267729079242E-5,44.30813240699181,0.6216776472723565
-118.330853,34.119769,train,1.5495494566799875E-4,83.31969635462613,0.7942464476935369
-122.259336,47.681353,train,1.5162524337994176E-4,82.08703630017638,0.7871359753894612
-76.882292,40.307599,train,1.0775318100524098E-4,52.66442283705713,0.6669474465616032
-118.175833,34.193399,train,1.2115245230098115E-4,60.75591710065284,0.7095064412999366
-117.09317,32.556055,train,1.96862077020165E-4,92.43681272294194,0.8658335117368146
-118.410776,34.315507,train,1.3348469517361996E-4,69.49062813000755,0.7438534122234082
-120.554201,43.804133,train,7.93099443588284E-5,32.89746356429601,0.5548017686058992
-81.542635,41.128278,train,9.235024510632466E-5,42.23492854739623,0.6102663743209163
-122.36804,48.764393,train,1.708613750698543E-4,87.76934385483368,0.8250712879745365
-108.272828,28.638271,train,6.573692566648692E-5,21.563210301713827,0.4886719484902009
-100.205741,25.639366,train,1.4603955526890414E-4,79.40593153073907,0.7746517665465504
-122.224869,37.864614,train,1.2229002406501297E-4,61.51050958513731,0.7128587548847443
-73.091354,43.606466,train,7.438876991725883E-5,28.955160833975924,0.5318762705439868
-122.092266,37.372015,train,1.5294084250015965E-4,82.6213477228377,0.7899742966199856
-95.739197,30.070003,train,1.79612956509903E-4,89.45822130235875,0.840014666823938
-118.00218,34.07541,train,1.3290869442192114E-4,68.96815345840555,0.7423435552129362
-77.077205,38.994915,train,1.2204072221091594E-4,61.32468581505033,0.7121274121974537
-118.094666,33.776496,train,1.7387208307090125E-4,88.36317854153843,0.8303633323954644
-122.3973333333,37.7958333333,train,1.628876435898811E-4,85.82448336286836,0.8102441663075094
-72.8086666667,43.3211666667,train,9.959050700936682E-5,47.460653622296604,0.6380204236239109
-117.046452,32.788447,train,1.7847437580479034E-4,89.255285388338,0.8381452055049434
-103.306466,29.278972,train,1.1552818697737882E-4,57.61210199283839,0.6923482830351847
-97.071518,36.114836,train,6.851145019931199E-5,23.668384363380458,0.5029445342161468
-82.718162,29.233653,train,1.6178974798879714E-4,85.46011721108388,0.8081065076422208
-98.809585,30.196827,train,1.275572645544068E-4,64.89805045296552,0.7278835296568192
-88.930473,37.376111,train,1.1108189606174037E-4,54.84467827201051,0.678069432420753
-95.1101883333,32.9272916667,train,1.1756060622197757E-4,58.754606751253405,0.6986625747328125
-96.971152,32.633525,train,1.1553742815429904E-4,57.61654297292832,0.6923772907491959
-97.025867,30.3839,train,1.3592367444205606E-4,71.49710371391228,0.7501492178564039
-100.291897,25.756752,train,1.3691579866532402E-4,72.52880958412521,0.7526657226994085
-121.921847,36.993832,train,1.5740094180440723E-4,84.20942463914926,0.7993180157121043
-82.568953,35.613187,train,1.5144478376335395E-4,82.00454484070356,0.7867436652356665
-95.934763,33.594174,train,1.0683592569920346E-4,52.06119929549077,0.6638157169649265
-118.315029,33.716683,train,1.9093592740293617E-4,91.49714826287112,0.8574705431394931
-118.304893,35.668471,train,9.277511831157223E-5,42.542896021184305,0.6119522810402842
-122.504729,37.510337,train,1.9845847024756023E-4,92.63974210194596,0.8680012109982719
-72.808113,44.148341,train,8.189876544667357E-5,34.71194011209594,0.5664076871468453
-96.93881,33.064239,train,1.0870064313882757E-4,53.22373708967028,0.670151682048646
-122.313008,47.567701,train,1.552733013926298E-4,83.44691478513361,0.794913718589849
-84.641762,39.363634,train,9.311441112525441E-5,42.77728109485038,0.6132933638947884
-122.244576,37.34776,train,1.4940126074270327E-4,81.14290885194778,0.7822503754158734
-120.23681,39.432469,train,6.351545573988988E-5,19.86851146384443,0.47694948977238616
-103.650019,30.363443,train,8.681303883526744E-5,38.330767429211555,0.5876130355955766
-95.419855,29.0425916667,train,2.2807964983817354E-4,95.16939383123463,0.9024315379332049
-109.959385,31.46675,train,8.01019421360523E-5,33.50051260717325,0.5583849693121308
-72.461311,44.340881,train,7.298611963909507E-5,27.751281145955282,0.5251283664275681
-122.5102,37.784074,train,1.8581528894414987E-4,90.58093392053667,0.8498256565068653
-71.641493,43.113752,train,8.863460782671045E-5,39.52963615809088,0.5952069936261029
-105.274044,40.641183,train,7.585733658903083E-5,30.074806833370047,0.538838557288389
-105.683639,40.342793,train,1.259333301198013E-4,63.798035922769394,0.723337066093504
-117.9940630278,34.0096247222,train,1.3012058587396082E-4,66.72656120426437,0.7349083978471246
-122.0442083333,37.9183816667,train,1.1490402724248077E-4,57.21229499723457,0.6903827239701006
-117.000675,32.843145,train,1.5257077308645063E-4,82.50152795845975,0.7891797430279995
-82.826812,36.935828,train,1.3957267226096722E-4,74.34887835423194,0.7592807119486651
-90.212743,35.343696,train,1.2165590018908553E-4,61.059965641948764,0.7109948540936457
-116.674182,33.555269,train,8.333548873815376E-5,35.82465602597742,0.5727175899229501
-121.439292,38.265702,train,8.708325805315353E-5,38.54747584883339,0.5887484906272055
-79.0655133333,41.44887,train,9.654124016852889E-5,45.33356971022944,0.6265810963932585
-78.679584,38.292756,train,1.2496512688404848E-4,63.18448624798101,0.7205903622950993
-115.26122,36.322927,train,7.415007318476863E-5,28.784869827755408,0.530734750717722
-119.345298,38.386342,train,7.405000211495694E-5,28.693752638939507,0.5302553529242452
-117.63642,33.708851,train,1.2286775893073702E-4,61.881990202761436,0.7145464425567852
-109.780704,35.066286,train,5.422061646894974E-5,14.007757000470193,0.42491518569551445
-105.03169,39.535794,train,6.359733643168445E-5,19.924423936787317,0.47738629827048606
-77.328068,39.066696,train,1.1499314625146615E-4,57.25409955826332,0.6906641378048652
-117.597656,33.41998,train,1.693067099362742E-4,87.52934988952858,0.822274275130232
-121.289118,38.151608,train,8.262302007186284E-5,35.29702513076716,0.5696000812142521
-73.25911,42.671787,train,9.194201780580002E-5,42.01459541499714,0.6086396195883328
-120.8551025391,37.5239448547,train,8.455488120174474E-5,36.70007627559452,0.5780009100282242
-118.010261,34.297057,train,1.0727914046706519E-4,52.36922738578481,0.6653326183250172
-72.90166,43.719886,train,8.691026846976574E-5,38.40801136612645,0.5880219529334281
-72.812214,41.512579,train,1.2319911633612462E-4,62.07624970050973,0.7155099288191824
-123.716666,48.921812,train,1.3724993646056883E-4,72.81171734837521,0.7535075386296751
-89.986224,35.148038,train,1.3107332983853867E-4,67.55213839489008,0.7374729426391808
-94.023955,30.813909,train,1.825702136429608E-4,89.93216598455467,0.8447699986949626
-106.9731216667,40.8055383333,train,8.862172954974985E-5,39.51850728069127,0.595153799136328
-122.1469916667,37.6465483333,train,1.5264679238299954E-4,82.52616129917503,0.7893432043908676
-76.4182283333,40.3661033333,train,1.0003195651764289E-4,47.78777626252423,0.6396472257277624
-117.950506,33.933711,train,1.465060150552889E-4,79.67946393306245,0.7757217636849018
-122.674181,38.339387,train,8.77109538171232E-5,38.979168848605354,0.5913740028315216
-118.650375,34.265986,train,1.277293092700566E-4,65.02688778897397,0.7283607977302272
-111.817045,40.696518,train,7.948328939720062E-5,33.060763254395596,0.555588503082064
-78.993073,43.83205,train,1.3278752163596306E-4,68.8851584817785,0.7420247965769639
-120.183253,39.327962,train,6.539271175198794E-5,21.280179187189837,0.48687291903140195
-117.452538,45.947058,train,9.804795647405045E-5,46.33232859135852,0.632278028671046
-120.050757,34.007858,train,2.259961862782545E-4,95.0485434511731,0.9003351718251156
-121.526459,40.323694,train,7.20294358138682E-5,26.822685964264345,0.5204702170156826
-78.858314,35.054166,train,1.4505785276434897E-4,78.70545151233637,0.7723831644120004
-80.108614,47.014322,train,5.513187411400737E-5,14.43353224938675,0.4302375300616341
-115.403309,40.58958,train,1.0539081985430838E-4,51.07935348990127,0.6588219278035313
-109.174299,31.885307,train,7.824049792786689E-5,31.9542623426279,0.5499171406079852
-110.760413,31.538744,train,7.656887190236159E-5,30.672690404666714,0.5421745203945739
-110.880252,31.725218,train,7.916636120653554E-5,32.74815463238801,0.5541490553459071
-69.150072,44.272489,train,1.0866583328598648E-4,53.199320080769375,0.6700345054352419
-106.891056,33.804439,train,5.199446412452281E-5,12.890693560432908,0.4117029640723622
-107.373591,24.775313,train,1.2402813911367342E-4,62.631317238806204,0.717906252047017
-110.276496,31.41454,train,8.014040593792783E-5,33.521422456615355,0.5585582532018281
-91.941618,44.861917,train,3.648538801244376E-5,6.00156410970111,0.310836750614109
-72.184728,43.77228,train,7.408167605646274E-5,28.726574894930373,0.5304071422129295
-117.004805,33.238849,train,1.2413222486624506E-4,62.728763737893885,0.7182056863162084
-95.958906,36.042185,train,7.677390448466042E-5,30.819401682843637,0.5431313089918688
-85.62993448,34.29174444,train,1.3720962457057468E-4,72.77723252338839,0.7534061303362619
-123.7363816667,39.2637433333,train,1.503785534279702E-4,81.50407424944213,0.7844109331380973
-73.4073507786,44.0335914239,train,6.972799158489947E-5,24.85798070642763,0.5090763125824037
-96.6398616667,37.5347966667,train,6.002164808760831E-5,17.30810633732524,0.4579669624161208
-94.70722,31.331486,train,1.600058228846125E-4,84.91984347124934,0.8045816403583278
-96.976427,32.772723,train,1.1714291102016946E-4,58.47861284396688,0.6973755535115296
-119.004791379,34.2224616354,train,1.6009842020888202E-4,84.9434489633049,0.804766186940141
-96.9344329834,32.4411697919,train,1.1218068887231516E-4,55.53273669155514,0.6816585948087895
-122.0596736665,36.9826785548,train,1.5480668220597388E-4,83.26044865313663,0.7939349481800013
-100.834236145,25.4048254722,train,1.6445540400022624E-4,86.25688131089953,0.8132554605919303
-97.7516269684,30.5659562223,train,1.3474278851280188E-4,70.45139543305109,0.7471205261143257
-117.1260917187,34.0769276079,train,9.936377580074623E-5,47.28708370909778,0.637182035385341
-97.015995,32.311885,train,1.0994325480970677E-4,54.00772061376029,0.6743074067274344
-123.976081,49.185729,train,1.5437111448811922E-4,83.12344120402705,0.7930170958738338
-123.0481453614,42.4328749348,train,9.048722319688521E-5,40.8852468638407,0.6027869608811354
-73.2126366355,41.7227632756,train,1.1365331763980281E-4,56.48899457586788,0.6864062045580758
-71.0118806362,44.2364745392,train,1.0054661409461436E-4,48.119453657908416,0.641534581569494
-95.4245853361,32.249357441,train,1.2970413006477627E-4,66.48652793016093,0.7337795502972735
-120.5762091429,39.6251654933,train,7.137861415724433E-5,26.250849174190513,0.5172752400851939
-116.9728783333,34.21842,train,7.843004738546447E-5,32.143376803995245,0.5507867865284688
-111.9445856,33.4624562,train,7.859794635236047E-5,32.29841960091167,0.5515556973015394
-73.186776638,44.025609541,train,6.247313468644097E-5,19.066065959919626,0.4713570159439938
-70.1161416667,41.7536083333,train,1.7131497905508857E-4,87.84633982743853,0.8258790448641201
-79.6938133612,44.9051303616,train,8.861336814417189E-5,39.51128169780853,0.5951192581101222
-71.845955,42.4415616667,train,1.0776855414877621E-4,52.67418584166264,0.6669996848261937
-122.564764,38.470098,train,8.944723676701757E-5,40.05446554580867,0.598549508728961
-119.2786185,34.4396507,train,1.3368524145990004E-4,69.63941709956343,0.7443770202386539
-90.7522583333,41.4906083333,train,5.386277975483238E-5,13.766077666528536,0.42281161441823056
-116.9855767969,46.7426670272,train,9.63814777401591E-5,45.229515008640725,0.6259718789482733
-112.0092201232,40.7131426001,train,6.296549258561762E-5,19.460190094185393,0.4740061278073371
-91.2444316667,47.38562,train,4.0061752003048734E-5,7.249182332757129,0.3355318791802179
-106.651335,37.672151,train,6.510159818916407E-5,21.04318198595366,0.4853464784851178
-111.0510277,31.5678197,train,7.38217272424755E-5,28.465343454861628,0.5291599518138603
-116.991488,47.989952,train,9.649820091308068E-5,45.3079188885875,0.626417073765672
-98.74396,29.552313,train,1.4541300186532845E-4,79.00530657980728,0.7732064979447151
