"AccSpeciesName","OrigValueStr"
"Ranunculus lanuginosus","yellow"
"Ranunculus lingua","yellow"
"Ranunculus montanus","yellow"
"Ranunculus serpens subsp. nemorosus","yellow"
"Ranunculus polyanthemoides","yellow"
"Ranunculus serpens subsp. polyanthemophyllus","yellow"
"Ranunculus polyanthemos","yellow"
"Ranunculus repens","yellow"
"Ranunculus reptans","yellow"
"Ranunculus sardous","yellow"
"Ranunculus sceleratus","yellow"
"Ranunculus serpens","yellow"
"Ranunculus serpens subsp. nemorosus","yellow"
"Raphanus raphanistrum","yellow"
"Rapistrum perenne","yellow"
"Rapistrum rugosum","yellow"
"Reseda alba","yellow"
"Reseda lutea","yellow"
"Reseda luteola","yellow"
"Rhinanthus alectorolophus","yellow"
"Rhinanthus serotinus","yellow"
"Rhinanthus glacialis","yellow"
"Rhinanthus minor","yellow"
"Rhinanthus pulcher","yellow"
"Rhinanthus rumelicus","yellow"
"Rhododendron luteum","yellow"
"Rhus typhina","yellow"
"Ribes alpinum","yellow"
"Ribes aureum","yellow"
"Ribes petraeum","yellow"
"Ribes rubrum","yellow"
"RIBES UVA-CRISPA","yellow"
"Rorippa amphibia","yellow"
"Rorippa x anceps","yellow"
"Rorippa austriaca","yellow"
"Rorippa palustris","yellow"
"Rorippa pyrenaica","yellow"
"Rorippa sylvestris","yellow"
"Rudbeckia hirta","yellow"
"Rudbeckia laciniata","yellow"
"Ruta graveolens","yellow"
"Salix acutifolia","yellow"
"Salix alba","yellow"
"Salix appendiculata","yellow"
"Salix aurita","yellow"
"Salix bicolor","yellow"
"Salix caprea","yellow"
"Salix cinerea","yellow"
"Salix daphnoides","yellow"
"Salix eleagnos","yellow"
"Salix fragilis","yellow"
"Salix hastata","yellow"
"Salix myrsinifolia","yellow"
"Salix pentandra","yellow"
"Salix serpyllifolia","yellow"
"Salix starkeana","yellow"
"Salix triandra","yellow"
"Salix viminalis","yellow"
"Salix waldsteiniana","yellow"
"Salix gmelinii","yellow"
"Salix x fragilis","yellow"
"Salvia glutinosa","yellow"
"Sambucus racemosa","yellow"
"Cytisus scoparius","yellow"
"Saxifraga aizoides","yellow"
"Saxifraga aphylla","yellow"
"Saxifraga cymbalaria","yellow"
"Saxifraga hirculus","yellow"
"Saxifraga exarata subsp. moschata","yellow"
"Saxifraga mutata","yellow"
"Scabiosa ochroleuca","yellow"
"Scorzonera austriaca","yellow"
"Scorzonera hispanica","yellow"
"Scorzonera humilis","yellow"
"Scorzonera parviflora","yellow"
"Scrophularia vernalis","yellow"
"Sedum acre","yellow"
"Sedum alpestre","yellow"
"Sedum annuum","yellow"
"Sedum forsterianum","yellow"
"Sedum ochroleucum","yellow"
"Sedum roseum","yellow"
"Sedum rupestre","yellow"
"Sedum sarmentosum","yellow"
"Sedum sexangulare","yellow"
"Sedum spurium","yellow"
"Jacobaea alpina","yellow"
"Jacobaea aquatica","yellow"
"Jacobaea incana","yellow"
"Tephroseris palustris","yellow"
"Senecio doronicum","yellow"
"Jacobaea erratica","yellow"
"Jacobaea erucifolia","yellow"
"Tephroseris longifolia subsp. gaudinii","yellow"
"Senecio nemorensis subsp. jacquinianus","yellow"
"Tephroseris helenitis","yellow"
"Senecio hercynicus","yellow"
"Senecio inaequidens","yellow"
"Tephroseris integrifolia","yellow"
"Jacobaea vulgaris","yellow"
"Senecio ovatus","yellow"
"Jacobaea paludosa","yellow"
"Tephroseris crispa","yellow"
"Senecio squalidus subsp. rupestris","yellow"
"Senecio sarracenicus","yellow"
"Senecio subalpinus","yellow"
"Senecio sylvaticus","yellow"
"Senecio leucanthemifolius subsp. vernalis","yellow"
"Senecio viscosus","yellow"
"Senecio vulgaris","yellow"
"Sigesbeckia serrata","yellow"
"Silaum silaus","yellow"
"Sinapis alba","yellow"
"Sinapis arvensis","yellow"
"Sisymbrium altissimum","yellow"
"Sisymbrium austriacum","yellow"
"Sisymbrium irio","yellow"
"Sisymbrium loeselii","yellow"
"Sisymbrium officinale","yellow"
"Sisymbrium orientale","yellow"
"Sisymbrium strictissimum","yellow"
"Sisymbrium volgense","yellow"
"Smyrnium perfoliatum","yellow"
"Smyrnium perfoliatum","yellow"
"Solidago canadensis","yellow"
"Solidago gigantea","yellow"
"Euthamia graminifolia","yellow"
"Solidago virgaurea","yellow"
"Sonchus arvensis","yellow"
"Sonchus asper","yellow"
"Sonchus oleraceus","yellow"
"Sonchus palustris","yellow"
"Stachys annua","yellow"
"Symphytum bulbosum","yellow"
"Symphytum tuberosum","yellow"
"Dioscorea communis","yellow"
"Tanacetum balsamita","yellow"
"Tanacetum vulgare","yellow"
"Taraxacum Alpina","yellow"
"Taraxacum Erythrosperma","yellow"
"Taraxacum ruderalia","yellow"
"Taraxacum Palustria","yellow"
"Telekia speciosa","yellow"
"Tetragonolobus maritimus","yellow"
"Teucrium montanum","yellow"
"Teucrium scorodonia","yellow"
"Thalictrum flavum","yellow"
"Thalictrum lucidum","yellow"
"Thalictrum minus","yellow"
"Thalictrum morisonii","yellow"
"Tilia cordata","yellow"
"Tilia platyphyllos","yellow"
"Tilia x europaea","yellow"
"Tolpis staticifolia","yellow"
"Tozzia alpina","yellow"
"Tragopogon dubius","yellow"
"Tragopogon pratensis subsp. minor","yellow"
"Tragopogon orientalis","yellow"
"Tragopogon pratensis","yellow"
"Trifolium aureum","yellow"
"Trifolium badium","yellow"
"Trifolium campestre","yellow"
"Trifolium dubium","yellow"
"Trifolium micranthum","yellow"
"Trifolium patens","yellow"
"Trifolium spadiceum","yellow"
"Trollius europaeus","yellow"
"Tropaeolum majus","yellow"
"Tuberaria guttata","yellow"
"Tuberaria guttata","yellow"
"Tulipa sylvestris","yellow"
"Tussilago farfara","yellow"
"Ulex europaeus","yellow"
"Utricularia australis","yellow"
"Utricularia minor","yellow"
"Utricularia intermedia","yellow"
"Utricularia minor","yellow"
"Utricularia ochroleuca","yellow"
"Utricularia stygia","yellow"
"Utricularia vulgaris","yellow"
"Verbascum blattaria","yellow"
"Verbascum densiflorum","yellow"
"Verbascum lychnitis","yellow"
"Verbascum nigrum","yellow"
"Verbascum phlomoides","yellow"
"Verbascum pulverulentum","yellow"
"Verbascum sinuatum","yellow"
"Verbascum thapsus","yellow"
"Vicia grandiflora","yellow"
"Vicia lutea","yellow"
"Vicia melanops","yellow"
"Vicia oroboides","yellow"
"Vicia pisiformis","yellow"
"Viola biflora","yellow"
"Viola lutea subsp. calaminaria","yellow"
"Viola tricolor","yellow"
"Viscum album","yellow"
"Viscum album subsp. austriacum","yellow"
"Berberis thunbergii","yellow"
"Helianthus laetiflorus","yellow"
"Acer monspessulanum","green"
"Orchis anthropophora","green"
"Acorus calamus","green"
"Adoxa moschatellina","green"
"Alchemilla alpigena","green"
"Alchemilla alpina","green"
"Alchemilla connivens","green"
"Alchemilla colorata","green"
"Alchemilla conjuncta","green"
"Alchemilla connivens","green"
"Alchemilla coriacea","green"
"Alchemilla crinita","green"
"Alchemilla sericoneura","green"
"Alchemilla cymatophylla","green"
"Alchemilla decumbens","green"
"Alchemilla effusa","green"
"Alchemilla exigua","green"
"Alchemilla fallax","green"
"Alchemilla filicaulis","green"
"Alchemilla firma","green"
"Alchemilla fissa","green"
"Alchemilla flabellata","green"
"Alchemilla glabra","green"
"Alchemilla glaucescens","green"
"Alchemilla glomerulans","green"
"Alchemilla grossidens","green"
"Alchemilla lunaria","green"
"Alchemilla hoppeana","green"
"Alchemilla impexa","green"
"Alchemilla incisa","green"
"Alchemilla inconcinna","green"
"Alchemilla kerneri","green"
"Alchemilla lineata","green"
"Alchemilla micans","green"
"Alchemilla mollis","green"
"Alchemilla monticola","green"
"Alchemilla obscura","green"
"Alchemilla obtusa","green"
"Alchemilla othmarii","green"
"Alchemilla pallens","green"
"Alchemilla plicata","green"
"Alchemilla propinqua","green"
"Alchemilla reniformis","green"
"Alchemilla rubristipula","green"
"Alchemilla sinuata","green"
"Alchemilla splendens","green"
"Alchemilla straminea","green"
"Alchemilla strigosula","green"
"Alchemilla subcrenata","green"
"Alchemilla subglobosa","green"
"Alchemilla tenuis","green"
"Alchemilla tirolensis","green"
"Alchemilla trunciloba","green"
"Alchemilla undulata","green"
"Alchemilla versipila","green"
"Alchemilla xanthochlora","green"
"Alchemilla xanthochlora","green"
"Alnus alnobetula","green"
"Amaranthus albus","green"
"Amaranthus blitoides","green"
"Amaranthus blitum","green"
"Amaranthus powellii subsp. bouchonii","green"
"Amaranthus crispus","green"
"Amaranthus cruentus","green"
"Amaranthus deflexus","green"
"Amaranthus blitum subsp. emarginatus","green"
"Amaranthus graecizans","green"
"Amaranthus hypochondriacus","green"
"Amaranthus hybridus","green"
"Amaranthus powellii","green"
"Amaranthus retroflexus","green"
"Amaranthus standleyanus","green"
"Ambrosia artemisiifolia","green"
"Ambrosia psilostachya","green"
"Ambrosia trifida","green"
"Aphanes arvensis","green"
"Aphanes australis","green"
"Arum maculatum","green"
"Atriplex prostrata subsp. calotheca","green"
"Atriplex glabriuscula","green"
"Atriplex hortensis","green"
"Atriplex laciniata","green"
"Atriplex littoralis","green"
"Atriplex longipes","green"
"Atriplex micrantha","green"
"Atriplex oblongifolia","green"
"Atriplex patula","green"
"Atriplex prostrata","green"
"Atriplex rosea","green"
"Atriplex sagittata","green"
"Atriplex tatarica","green"
"Bassia crassifolia","green"
"Beta vulgaris","green"
"Betula humilis","green"
"Betula nana","green"
"Betula pendula","green"
"Betula pubescens","green"
"Carpesium cernuum","green"
"Carpinus betulus","green"
"Chamorchis alpina","green"
"Chenopodium album","green"
"Dysphania ambrosioides","green"
"Chenopodium berlandieri","green"
"CHENOPODIUM BONUS-HENRICUS","green"
"Chenopodium chenopodioides","green"
"Dysphania botrys","green"
"Chenopodium capitatum","green"
"Chenopodium ficifolium","green"
"Chenopodium foliosum","green"
"Chenopodium glaucum","green"
"Chenopodium hircinum","green"
"Chenopodium hybridum","green"
"Chenopodium murale","green"
"Chenopodium opulifolium","green"
"Chenopodium desiccatum var. leptophylloides","green"
"Dysphania pumilio","green"
"Chenopodium rubrum","green"
"Dysphania schraderiana","green"
"Chenopodium strictum","green"
"Chenopodium suecicum","green"
"Chenopodium urbicum","green"
"Chenopodium vulvaria","green"
"Corispermum pallasii subsp. membranaceum","green"
"Corispermum marschallii","green"
"Corylus avellana","green"
"Daphne laureola","green"
"Daphne laureola","green"
"Elatine alsinastrum","green"
"Epipactis albensis","green"
"Epipactis phyllanthes","green"
"Epipactis helleborine","green"
"Epipactis microphylla","green"
"Epipactis leptochila","green"
"Epipactis phyllanthes","green"
"Epipactis purpurata","green"
"Euonymus europaea","green"
"Euonymus latifolius","green"
"Euphorbia amygdaloides","green"
"Euphorbia cyparissias","green"
"Euphorbia dulcis","green"
"Euphorbia esula","green"
"Euphorbia exigua","green"
"Euphorbia helioscopia","green"
"Euphorbia humifusa","green"
"Euphorbia lathyris","green"
"Euphorbia lucida","green"
"Euphorbia maculata","green"
"Euphorbia nutans","green"
"Euphorbia peplus","green"
"Euphorbia platyphyllos","green"
"Euphorbia prostrata","green"
"Euphorbia salicifolia","green"
"Euphorbia serpens","green"
"Euphorbia stricta","green"
"Euphorbia epithymoides","green"
"Fagopyrum tataricum","green"
"Fallopia convolvulus","green"
"Fallopia dumetorum","green"
"Frangula alnus","green"
"Atriplex pedunculata","green"
"Atriplex portulacoides","green"
"Hammarbya paludosa","green"
"Hedera helix","green"
"Helleborus foetidus","green"
"Helleborus viridis","green"
"Herniaria glabra","green"
"Herniaria hirsuta","green"
"Himantoglossum hircinum","green"
"Humulus lupulus","green"
"Iva xanthiifolia","green"
"Juglans regia","green"
"Juncus bulbosus","green"
"Juncus effusus","green"
"Juncus pygmaeus","green"
"Juncus stygius","green"
"Bassia laniflora","green"
"Bassia scoparia","green"
"Lathyrus sylvestris","green"
"Lepidium densiflorum","green"
"Lepidium densiflorum","green"
"Lepidium ruderale","green"
"Neottia ovata","green"
"Ludwigia palustris","green"
"Matricaria discoidea","green"
"Mercurialis annua","green"
"Mercurialis ovata","green"
"Mercurialis perennis","green"
"Minuartia sedoides","green"
"Myosurus minimus","green"
"Oxyria digyna","green"
"Parietaria judaica","green"
"Parietaria officinalis","green"
"Parietaria pensylvanica","green"
"Paris quadrifolia","green"
"Parthenocissus inserta","green"
"Pedicularis recutita","green"
"Pinellia ternata","green"
"Platanus x hispanica","green"
"Polycnemum arvense","green"
"Polycnemum majus","green"
"Polycnemum verrucosum","green"
"Persicaria hydropiper","green"
"Persicaria minor","green"
"Persicaria dubia","green"
"Quercus petraea","green"
"Quercus pubescens","green"
"Quercus robur","green"
"Quercus rubra","green"
"Reseda odorata","green"
"Reynoutria sachalinensis","green"
"Rhamnus cathartica","green"
"Rhamnus pumila","green"
"Rhamnus saxatilis","green"
"Rheum rhabarbarum","green"
"Ribes nigrum","green"
"Ribes spicatum","green"
"Rumex acetosa","green"
"Rumex acetosella","green"
"Rumex alpinus","green"
"Rumex aquaticus","green"
"Rumex alpestris","green"
"Rumex conglomeratus","green"
"Rumex crispus","green"
"Rumex hydrolapathum","green"
"Rumex longifolius","green"
"Rumex maritimus","green"
"Rumex nivalis","green"
"Rumex obtusifolius","green"
"Rumex palustris","green"
"Rumex patientia","green"
"Rumex pulcher","green"
"Rumex rugosus","green"
"Rumex sanguineus","green"
"Rumex scutatus","green"
"Rumex stenophyllus","green"
"Rumex thyrsiflorus","green"
"Rumex salicifolius","green"
"Salicornia europaea","green"
"Salicornia procumbens","green"
"Salicornia europaea","green"
"Salsola kali subsp. tragus","green"
"Scirpus radicans","green"
"Scirpus sylvaticus","green"
"Scleranthus annuus","green"
"Scleranthus annuus subsp. polycarpos","green"
"Scleranthus annuus subsp. verticillatus","green"
"Sibbaldia procumbens","green"
"Silene chlorantha","green"
"Silene otites","green"
"Suaeda maritima","green"
"Thalictrum simplex","green"
"Thymelaea passerina","green"
"Urtica dioica","green"
"Urtica kioviensis","green"
"Urtica pilulifera","green"
"Urtica urens","green"
"Vitis vinifera","green"
"Xanthium albinum","green"
"Xanthium orientale subsp. italicum","green"
"Xanthium spinosum","green"
"Xanthium strumarium","green"
"Calendula officinalis","orange"
"Crepis aurea","orange"
"Eschscholzia californica","orange"
"Pilosella aurantiaca","orange"
"Hieracium guthnickianum","orange"
"Pilosella substoloniflora","orange"
"Pilosella substoloniflora","orange"
"Pilosella rubra","orange"
"Pilosella rubra","orange"
"Pilosella stoloniflora","orange"
"Pilosella substoloniflora","orange"
"Impatiens capensis","orange"
"Senecio abrotanifolius","orange"
"Agrostemma githago","purple"
"Alcea rosea","purple"
"Allium angulosum","purple"
"Allium atropurpureum","purple"
"Allium carinatum","purple"
"Allium roseum","purple"
"Allium flavum","purple"
"Allium strictum","purple"
"Allium oleraceum","purple"
"Allium rotundum","purple"
"Allium schoenoprasum","purple"
"Allium scorodoprasum","purple"
"Allium sphaerocephalon","purple"
"Allium vineale","purple"
"Amaranthus caudatus","purple"
"Astragalus arenarius","purple"
"Astragalus onobrychis","purple"
"Ballota nigra","purple"
"Buglossoides purpurocaerulea","purple"
"Carduus acanthoides","purple"
"Carduus crispus","purple"
"Carduus defloratus","purple"
"Carduus nutans","purple"
"Carduus personata","purple"
"Centaurea calcitrapa","purple"
"Centaurea jacea","purple"
"Centaurea nigra","purple"
"Centaurea nigrescens","purple"
"Centaurea phrygia","purple"
"Centaurea phrygia subsp. pseudophrygia","purple"
"Centaurea scabiosa","purple"
"Centaurea phrygia subsp. stenolepis","purple"
"Centaurea stoebe","purple"
"Centranthus ruber","purple"
"Cirsium acaule","purple"
"Dasyphyllum tomentosum var. tomentosum","purple"
"Cirsium dissectum","purple"
"Cirsium eriophorum","purple"
"Cirsium helenioides","purple"
"Cirsium palustre","purple"
"Cirsium rivulare","purple"
"Cirsium tuberosum","purple"
"Cirsium vulgare","purple"
"Clinopodium vulgare","purple"
"Corydalis cava","purple"
"Corydalis intermedia","purple"
"Corydalis pumila","purple"
"Dactylorhiza incarnata subsp. cruenta","purple"
"Dactylorhiza lapponica","purple"
"Dactylorhiza majalis","purple"
"Dactylorhiza traunsteineri","purple"
"Dactylorhiza traunsteineri","purple"
"Dactylorhiza x aschersoniana","purple"
"Cardamine pentaphyllos","purple"
"Dianthus armeria","purple"
"Dianthus carthusianorum","purple"
"Dianthus gratianopolitanus","purple"
"Digitalis purpurea","purple"
"Epilobium alpestre","purple"
"Epilobium anagallidifolium","purple"
"Epilobium angustifolium","purple"
"Epilobium fleischeri","purple"
"Epilobium tetragonum subsp. lamyi","purple"
"Epilobium nutans","purple"
"Erigeron alpinus","purple"
"Erigeron neglectus","purple"
"Fumaria muralis","purple"
"Fumaria officinalis","purple"
"Galeopsis ladanum subsp. angustifolia","purple"
"Galeopsis ladanum","purple"
"Galeopsis pubescens","purple"
"Gentiana pannonica","purple"
"Gentiana purpurea","purple"
"Geranium columbinum","purple"
"Geranium macrorrhizum","purple"
"Geranium palustre","purple"
"Geranium purpureum","purple"
"Geranium robertianum","purple"
"Geranium sanguineum","purple"
"Gladiolus imbricatus","purple"
"Gladiolus palustris","purple"
"Gymnadenia conopsea","purple"
"Gymnadenia odoratissima","purple"
"Hedysarum hedysaroides","purple"
"Homogyne discolor","purple"
"Iberis umbellata","purple"
"Jurinea cyanoides","purple"
"Lagarosiphon major","purple"
"Lamium amplexicaule","purple"
"Lamium confertum","purple"
"Lamium purpureum var. hybridum","purple"
"Lamium maculatum","purple"
"Lamium purpureum","purple"
"Lathyrus bauhinii","purple"
"Lathyrus heterophyllus","purple"
"Lathyrus japonicus","purple"
"Lathyrus latifolius","purple"
"Lathyrus linifolius","purple"
"Lathyrus niger","purple"
"Lathyrus vernus","purple"
"Legousia hybrida","purple"
"Leonurus cardiaca","purple"
"Lilium martagon","purple"
"Lunaria annua","purple"
"Silene coronaria","purple"
"Silene viscaria","purple"
"Lycium barbarum","purple"
"Lythrum salicaria","purple"
"Malva sylvestris","purple"
"Melampyrum arvense","purple"
"Gymnadenia nigra","purple"
"Onopordum acanthium","purple"
"Ophrys insectifera","purple"
"Orchis mascula","purple"
"Anacamptis palustris","purple"
"Orchis purpurea","purple"
"Neotinea ustulata","purple"
"Origanum vulgare","purple"
"Paeonia officinalis","purple"
"Pedicularis rostratocapitata","purple"
"Pedicularis rostratospicata","purple"
"Pedicularis verticillata","purple"
"Phlomoides tuberosa","purple"
"Polygala comosa","purple"
"Populus alba","purple"
"Populus nigra","purple"
"Populus tremula","purple"
"Populus trichocarpa","purple"
"Populus x canadensis","purple"
"Populus x canescens","purple"
"Prenanthes purpurea","purple"
"Primula farinosa","purple"
"Ribes sanguineum","purple"
"Rosa majalis","purple"
"Rubus odoratus","purple"
"Salix alpina","purple"
"Salix breviserrata","purple"
"Salix herbacea","purple"
"Salix purpurea","purple"
"Salix repens","purple"
"Salix retusa","purple"
"Sarracenia purpurea","purple"
"Scabiosa atropurpurea","purple"
"Sedum vulgare","purple"
"Serratula tinctoria","purple"
"Silybum marianum","purple"
"Stachys palustris","purple"
"Stachys x ambigua","purple"
